,elements,temp,conv,comp,filename,flow,support,bet,pressure,selectivity,title
3,,,100.0,['600'],Effect of secondary metal catalysts on butane internal steam reforming operation of thin-film solid oxide fuel cells at 500–600 °C ,,,,15|MPa,,Effect of secondary metal catalysts on butane internal steam reforming operation of thin-film solid oxide fuel cells at 500–600 °C 
4,,,80.0,['600'],Effect of secondary metal catalysts on butane internal steam reforming operation of thin-film solid oxide fuel cells at 500–600 °C ,,,,15|MPa,,Effect of secondary metal catalysts on butane internal steam reforming operation of thin-film solid oxide fuel cells at 500–600 °C 
5,,,73.0,['600'],Effect of secondary metal catalysts on butane internal steam reforming operation of thin-film solid oxide fuel cells at 500–600 °C ,,,,15|MPa,,Effect of secondary metal catalysts on butane internal steam reforming operation of thin-film solid oxide fuel cells at 500–600 °C 
6,,,73.0,['600'],Effect of secondary metal catalysts on butane internal steam reforming operation of thin-film solid oxide fuel cells at 500–600 °C ,,,,15|MPa,,Effect of secondary metal catalysts on butane internal steam reforming operation of thin-film solid oxide fuel cells at 500–600 °C 
7,,,83.0,['600'],Effect of secondary metal catalysts on butane internal steam reforming operation of thin-film solid oxide fuel cells at 500–600 °C ,,,,15|MPa,,Effect of secondary metal catalysts on butane internal steam reforming operation of thin-film solid oxide fuel cells at 500–600 °C 
8,,,93.0,['600'],Effect of secondary metal catalysts on butane internal steam reforming operation of thin-film solid oxide fuel cells at 500–600 °C ,,,,15|MPa,,Effect of secondary metal catalysts on butane internal steam reforming operation of thin-film solid oxide fuel cells at 500–600 °C 
9,,,100.0,['600'],Effect of secondary metal catalysts on butane internal steam reforming operation of thin-film solid oxide fuel cells at 500–600 °C ,,,,15|MPa,,Effect of secondary metal catalysts on butane internal steam reforming operation of thin-film solid oxide fuel cells at 500–600 °C 
10,,,73.0,['600'],Effect of secondary metal catalysts on butane internal steam reforming operation of thin-film solid oxide fuel cells at 500–600 °C ,,,,15|MPa,,Effect of secondary metal catalysts on butane internal steam reforming operation of thin-film solid oxide fuel cells at 500–600 °C 
11,,,70.0,['600'],Effect of secondary metal catalysts on butane internal steam reforming operation of thin-film solid oxide fuel cells at 500–600 °C ,,,,15|MPa,,Effect of secondary metal catalysts on butane internal steam reforming operation of thin-film solid oxide fuel cells at 500–600 °C 
12,,,70.0,['600'],Effect of secondary metal catalysts on butane internal steam reforming operation of thin-film solid oxide fuel cells at 500–600 °C ,,,,15|MPa,,Effect of secondary metal catalysts on butane internal steam reforming operation of thin-film solid oxide fuel cells at 500–600 °C 
13,,,80.0,['600'],Effect of secondary metal catalysts on butane internal steam reforming operation of thin-film solid oxide fuel cells at 500–600 °C ,,,,15|MPa,,Effect of secondary metal catalysts on butane internal steam reforming operation of thin-film solid oxide fuel cells at 500–600 °C 
14,,,90.0,['600'],Effect of secondary metal catalysts on butane internal steam reforming operation of thin-film solid oxide fuel cells at 500–600 °C ,,,,15|MPa,,Effect of secondary metal catalysts on butane internal steam reforming operation of thin-film solid oxide fuel cells at 500–600 °C 
15,,,100.0,['600'],Effect of secondary metal catalysts on butane internal steam reforming operation of thin-film solid oxide fuel cells at 500–600 °C ,,,,15|MPa,,Effect of secondary metal catalysts on butane internal steam reforming operation of thin-film solid oxide fuel cells at 500–600 °C 
16,,,70.0,['600'],Effect of secondary metal catalysts on butane internal steam reforming operation of thin-film solid oxide fuel cells at 500–600 °C ,,,,15|MPa,,Effect of secondary metal catalysts on butane internal steam reforming operation of thin-film solid oxide fuel cells at 500–600 °C 
0,Ce,583.15,10.0,"{'CO': '7.0', 'CO2': '9.0', 'H2': '50.0', 'H2O': '30.0', 'N2': '4.0'}",Phosphate-type supports for the design of WGS catalysts ,,,,,,Phosphate-type supports for the design of WGS catalysts 
0,V,673.15,90.0,{'H2': '0.007'},Design and operational considerations for a catalytic membrane reactor incorporating a vanadium-based membrane ,,,,,,Design and operational considerations for a catalytic membrane reactor incorporating a vanadium-based membrane 
0,Al2O3CuZnO,723.15,12.8,"{'CO': '11.0', 'H2O': '27.0', 'H2': '26.0', 'CO2': '7.0', 'N2': '29.0'}",Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation ,30000.0|h−1.,ZnOAl2O3,"['70', 'm2g−1,']",,,Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation 
1,Al2O3CuZnO,573.15,5.2,"{'CO': '11.0', 'H2O': '27.0', 'H2': '26.0', 'CO2': '7.0', 'N2': '29.0'}",Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation ,30000.0|h−1.,ZnOAl2O3,"['70', 'm2g−1,']",,,Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation 
2,Al2O3CuZnO,,1.0,"{'CO': '11.0', 'H2O': '27.0', 'H2': '26.0', 'CO2': '7.0', 'N2': '29.0'}",Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation ,30000.0|h−1.,ZnOAl2O3,"['70', 'm2g−1,']",,,Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation 
3,Al2O3CuZnO,,2.0,"{'CO': '11.0', 'H2O': '27.0', 'H2': '26.0', 'CO2': '7.0', 'N2': '29.0'}",Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation ,30000.0|h−1.,ZnOAl2O3,"['70', 'm2g−1,']",,,Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation 
4,Al2O3CuZnO,,3.0,"{'CO': '11.0', 'H2O': '27.0', 'H2': '26.0', 'CO2': '7.0', 'N2': '29.0'}",Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation ,30000.0|h−1.,ZnOAl2O3,"['70', 'm2g−1,']",,,Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation 
5,Al2O3CuZnO,,3.0,"{'CO': '11.0', 'H2O': '27.0', 'H2': '26.0', 'CO2': '7.0', 'N2': '29.0'}",Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation ,30000.0|h−1.,ZnOAl2O3,"['70', 'm2g−1,']",,,Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation 
6,Al2O3CuZnO,,81.5,"{'CO': '11.0', 'H2O': '27.0', 'H2': '26.0', 'CO2': '7.0', 'N2': '29.0'}",Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation ,30000.0|h−1.,ZnOAl2O3,"['70', 'm2g−1,']",,,Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation 
7,Al2O3CuZnO,,71.7,"{'CO': '11.0', 'H2O': '27.0', 'H2': '26.0', 'CO2': '7.0', 'N2': '29.0'}",Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation ,30000.0|h−1.,ZnOAl2O3,"['70', 'm2g−1,']",,,Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation 
8,Al2O3CuZnO,,67.1,"{'CO': '11.0', 'H2O': '27.0', 'H2': '26.0', 'CO2': '7.0', 'N2': '29.0'}",Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation ,30000.0|h−1.,ZnOAl2O3,"['70', 'm2g−1,']",,,Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation 
9,Al2O3CuZnO,,66.1,"{'CO': '11.0', 'H2O': '27.0', 'H2': '26.0', 'CO2': '7.0', 'N2': '29.0'}",Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation ,30000.0|h−1.,ZnOAl2O3,"['70', 'm2g−1,']",,,Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation 
10,Al2O3CuZnO,,15.4,"{'CO': '11.0', 'H2O': '27.0', 'H2': '26.0', 'CO2': '7.0', 'N2': '29.0'}",Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation ,30000.0|h−1.,ZnOAl2O3,"['70', 'm2g−1,']",,,Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation 
11,Al2O3CuZnO,,88.7,"{'CO': '11.0', 'H2O': '27.0', 'H2': '26.0', 'CO2': '7.0', 'N2': '29.0'}",Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation ,30000.0|h−1.,ZnOAl2O3,"['70', 'm2g−1,']",,,Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation 
12,Al2O3CuZnO,,87.1,"{'CO': '11.0', 'H2O': '27.0', 'H2': '26.0', 'CO2': '7.0', 'N2': '29.0'}",Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation ,30000.0|h−1.,ZnOAl2O3,"['70', 'm2g−1,']",,,Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation 
13,Al2O3CuZnO,,80.6,"{'CO': '11.0', 'H2O': '27.0', 'H2': '26.0', 'CO2': '7.0', 'N2': '29.0'}",Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation ,30000.0|h−1.,ZnOAl2O3,"['70', 'm2g−1,']",,,Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation 
14,Al2O3CuZnO,,75.9,"{'CO': '11.0', 'H2O': '27.0', 'H2': '26.0', 'CO2': '7.0', 'N2': '29.0'}",Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation ,30000.0|h−1.,ZnOAl2O3,"['70', 'm2g−1,']",,,Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation 
15,Al2O3CuZnO,,12.8,"{'CO': '11.0', 'H2O': '27.0', 'H2': '26.0', 'CO2': '7.0', 'N2': '29.0'}",Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation ,30000.0|h−1.,ZnOAl2O3,"['70', 'm2g−1,']",,,Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation 
16,Al2O3CuZnO,,81.2,"{'CO': '11.0', 'H2O': '27.0', 'H2': '26.0', 'CO2': '7.0', 'N2': '29.0'}",Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation ,30000.0|h−1.,ZnOAl2O3,"['70', 'm2g−1,']",,,Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation 
17,Al2O3CuZnO,,80.5,"{'CO': '11.0', 'H2O': '27.0', 'H2': '26.0', 'CO2': '7.0', 'N2': '29.0'}",Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation ,30000.0|h−1.,ZnOAl2O3,"['70', 'm2g−1,']",,,Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation 
18,Al2O3CuZnO,,70.5,"{'CO': '11.0', 'H2O': '27.0', 'H2': '26.0', 'CO2': '7.0', 'N2': '29.0'}",Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation ,30000.0|h−1.,ZnOAl2O3,"['70', 'm2g−1,']",,,Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation 
19,Al2O3CuZnO,,67.1,"{'CO': '11.0', 'H2O': '27.0', 'H2': '26.0', 'CO2': '7.0', 'N2': '29.0'}",Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation ,30000.0|h−1.,ZnOAl2O3,"['70', 'm2g−1,']",,,Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation 
20,Al2O3CuZnO,,14.1,"{'CO': '11.0', 'H2O': '27.0', 'H2': '26.0', 'CO2': '7.0', 'N2': '29.0'}",Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation ,30000.0|h−1.,ZnOAl2O3,"['70', 'm2g−1,']",,,Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation 
21,Al2O3CuZnO,,71.2,"{'CO': '11.0', 'H2O': '27.0', 'H2': '26.0', 'CO2': '7.0', 'N2': '29.0'}",Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation ,30000.0|h−1.,ZnOAl2O3,"['70', 'm2g−1,']",,,Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation 
22,Al2O3CuZnO,,71.0,"{'CO': '11.0', 'H2O': '27.0', 'H2': '26.0', 'CO2': '7.0', 'N2': '29.0'}",Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation ,30000.0|h−1.,ZnOAl2O3,"['70', 'm2g−1,']",,,Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation 
23,Al2O3CuZnO,,62.2,"{'CO': '11.0', 'H2O': '27.0', 'H2': '26.0', 'CO2': '7.0', 'N2': '29.0'}",Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation ,30000.0|h−1.,ZnOAl2O3,"['70', 'm2g−1,']",,,Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation 
24,Al2O3CuZnO,,49.4,"{'CO': '11.0', 'H2O': '27.0', 'H2': '26.0', 'CO2': '7.0', 'N2': '29.0'}",Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation ,30000.0|h−1.,ZnOAl2O3,"['70', 'm2g−1,']",,,Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation 
25,Al2O3CuZnO,,21.8,"{'CO': '11.0', 'H2O': '27.0', 'H2': '26.0', 'CO2': '7.0', 'N2': '29.0'}",Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation ,30000.0|h−1.,ZnOAl2O3,"['70', 'm2g−1,']",,,Cu/ZnO/Al2O3 water–gas shift catalysts for practical fuel cell applications: the performance in shut-down/start-up operation 
0,CeO2,,63.4,0.49|H2/CO2,Oxygen-enhanced water gas shift on ceria-supported Pd–Cu and Pt–Cu bimetallic catalysts ,64400.0|h−1(,ceria,,,,Oxygen-enhanced water gas shift on ceria-supported Pd–Cu and Pt–Cu bimetallic catalysts 
1,CeO2,,21.0,0.49|H2/CO2,Oxygen-enhanced water gas shift on ceria-supported Pd–Cu and Pt–Cu bimetallic catalysts ,64400.0|h−1(,ceria,,,,Oxygen-enhanced water gas shift on ceria-supported Pd–Cu and Pt–Cu bimetallic catalysts 
